order_id,supplier_id,supplier_reliability_score,region,product_category,transport_mode,order_date,expected_delivery_date,actual_delivery_date,delay_days,weather_risk_index,geopolitical_risk_index,port_congestion_index,inventory_level_units,demand_forecast_units,actual_demand_units,order_value_usd,disruption_flag
ORD-101750,SUP-024,0.818,North America,Automotive Parts,Sea,2023-10-21,2023-11-12,2023-11-12,0,0.1,0.225,0.536,383.7,581.8,557.6,2578.65,0
ORD-101751,SUP-024,0.818,North America,Machinery,Rail,2024-01-25,2024-02-01,2024-02-01,0,0.438,0.061,0.018,374.2,418.5,457.2,6104.85,0
ORD-101752,SUP-022,0.872,Europe,FMCG,Road,2023-10-06,2023-10-10,2023-10-10,0,0.118,0.304,0.079,345.1,426.5,339.4,6853.93,0
ORD-101753,SUP-018,0.727,Latin America,Machinery,Rail,2024-03-18,2024-03-26,2024-03-26,0,0.381,0.328,0.0,789.8,329.6,393.9,5103.48,0
ORD-101754,SUP-039,0.777,Asia Pacific,FMCG,Road,2023-05-28,2023-06-03,2023-06-04,1,0.579,0.155,0.003,447.5,576.2,591.3,6381.47,0
ORD-101755,SUP-015,0.574,Asia Pacific,Electronics,Road,2024-01-29,2024-02-03,2024-02-03,0,0.32,0.234,0.084,199.0,430.8,424.9,7522.79,0
ORD-101756,SUP-005,0.967,North America,Pharma,Rail,2024-05-03,2024-05-12,2024-05-13,1,0.458,0.198,0.008,577.3,528.9,459.0,4513.78,0
ORD-101757,SUP-026,0.782,Europe,FMCG,Road,2023-07-09,2023-07-12,2023-07-12,0,0.31,0.313,0.08,580.7,460.7,423.3,15003.29,0
ORD-101758,SUP-039,0.777,Latin America,Electronics,Rail,2024-03-02,2024-03-09,2024-03-10,1,0.068,0.023,0.013,718.7,433.9,434.0,7885.73,0
ORD-101759,SUP-006,0.63,Latin America,FMCG,Rail,2024-04-01,2024-04-10,2024-04-10,0,0.219,0.417,0.031,450.1,267.0,288.0,2712.37,0
ORD-101760,SUP-035,0.443,Middle East/Africa,Textiles,Road,2024-02-04,2024-02-10,2024-02-10,0,0.272,0.158,0.021,765.4,548.2,432.2,5940.84,0
ORD-101761,SUP-038,0.957,Latin America,FMCG,Sea,2023-06-10,2023-07-01,2023-07-08,7,0.581,0.0,0.349,409.1,256.1,276.3,17008.24,1
ORD-101762,SUP-015,0.574,Middle East/Africa,Automotive Parts,Rail,2024-02-29,2024-03-07,2024-03-07,0,0.146,0.138,0.025,667.5,442.3,487.5,4910.02,0
ORD-101763,SUP-002,0.788,Europe,Electronics,Road,2023-09-26,2023-09-30,2023-09-30,0,0.252,0.171,0.02,677.1,513.1,707.6,5650.51,0
ORD-101764,SUP-025,0.704,Europe,Pharma,Air,2023-10-23,2023-10-27,2023-10-27,0,0.071,0.288,0.041,630.6,646.2,634.5,3760.32,0
ORD-101765,SUP-009,0.768,Middle East/Africa,Automotive Parts,Rail,2024-07-07,2024-07-15,2024-07-31,16,0.184,0.121,0.005,638.4,554.1,551.1,6550.94,1
ORD-101766,SUP-002,0.788,Middle East/Africa,Pharma,Sea,2024-09-19,2024-10-11,2024-10-13,2,0.494,0.272,0.254,414.8,598.4,629.6,1809.94,0
ORD-101767,SUP-018,0.727,Europe,Textiles,Sea,2023-10-12,2023-11-04,2023-11-05,1,0.384,0.212,0.039,352.1,546.7,476.2,4011.65,0
ORD-101768,SUP-022,0.872,Latin America,Automotive Parts,Rail,2023-05-20,2023-05-27,2023-05-27,0,0.278,0.173,0.009,393.8,212.2,241.7,6701.16,0
ORD-101769,SUP-013,0.8,Asia Pacific,Electronics,Road,2024-08-26,2024-08-29,2024-08-30,1,0.128,0.122,0.046,603.8,411.4,341.2,4487.91,0
ORD-101770,SUP-012,0.612,Europe,Machinery,Air,2024-04-27,2024-05-01,2024-05-01,0,0.37,0.186,0.031,577.1,354.7,418.6,2924.29,0
ORD-101771,SUP-030,0.76,Europe,Machinery,Road,2024-05-31,2024-06-04,2024-06-11,7,0.486,0.095,0.098,593.1,672.4,870.4,5325.42,1
ORD-101772,SUP-008,0.711,Europe,Automotive Parts,Air,2024-01-30,2024-02-02,2024-02-02,0,0.012,0.263,0.022,725.9,624.1,587.1,1997.91,0
ORD-101773,SUP-039,0.777,Asia Pacific,Pharma,Sea,2023-06-22,2023-07-14,2023-07-14,0,0.353,0.062,0.469,595.9,270.0,291.9,2255.72,0
ORD-101774,SUP-001,0.823,Latin America,Electronics,Road,2024-06-24,2024-06-27,2024-06-30,3,0.681,0.012,0.009,829.2,776.1,620.7,1830.63,1
ORD-101775,SUP-031,0.712,Europe,Electronics,Road,2024-05-02,2024-05-05,2024-05-10,5,0.674,0.212,0.086,641.2,514.0,554.7,9076.05,1
ORD-101776,SUP-001,0.823,Middle East/Africa,FMCG,Road,2024-05-01,2024-05-06,2024-05-06,0,0.243,0.064,0.073,574.5,500.1,505.7,6596.95,0
ORD-101777,SUP-018,0.727,Asia Pacific,Electronics,Sea,2024-04-01,2024-04-21,2024-05-02,11,0.0,0.19,0.536,286.5,399.9,331.7,5509.13,1
ORD-101778,SUP-030,0.76,North America,FMCG,Road,2024-03-02,2024-03-07,2024-03-07,0,0.547,0.0,0.099,630.2,515.1,473.3,2783.03,0
ORD-101779,SUP-004,0.652,Asia Pacific,Pharma,Sea,2024-07-01,2024-07-23,2024-07-23,0,0.467,0.185,0.0,559.9,371.4,312.5,2847.99,0
ORD-101780,SUP-039,0.777,Latin America,Pharma,Road,2023-11-08,2023-11-13,2023-11-17,4,0.023,0.0,0.05,465.9,263.0,245.7,2277.69,1
ORD-101781,SUP-014,0.805,Latin America,Electronics,Road,2024-04-25,2024-04-29,2024-04-29,0,0.127,0.144,0.058,693.3,311.5,336.9,5088.94,0
ORD-101782,SUP-040,0.607,North America,Textiles,Road,2023-03-03,2023-03-07,2023-03-07,0,0.097,0.203,0.022,588.3,200.8,186.4,12839.05,0
ORD-101783,SUP-008,0.711,Latin America,Pharma,Rail,2024-08-02,2024-08-09,2024-08-09,0,0.333,0.063,0.012,524.2,435.3,516.0,2330.07,0
ORD-101784,SUP-004,0.652,North America,Machinery,Road,2024-04-16,2024-04-19,2024-04-19,0,0.346,0.475,0.077,614.5,597.0,596.5,10234.03,0
ORD-101785,SUP-016,0.842,Middle East/Africa,Machinery,Road,2023-08-03,2023-08-06,2023-08-06,0,0.236,0.219,0.006,434.8,330.1,370.1,3393.6,0
ORD-101786,SUP-002,0.788,North America,Textiles,Rail,2023-07-11,2023-07-17,2023-07-18,1,0.412,0.229,0.063,772.9,566.0,584.5,3898.66,0
ORD-101787,SUP-016,0.842,Europe,Textiles,Sea,2024-06-19,2024-07-10,2024-07-10,0,0.229,0.0,0.34,367.6,351.5,422.9,4165.02,0
ORD-101788,SUP-012,0.612,Middle East/Africa,Electronics,Road,2023-08-02,2023-08-06,2023-08-06,0,0.264,0.0,0.041,404.8,522.6,410.3,2988.9,0
ORD-101789,SUP-007,0.877,Middle East/Africa,FMCG,Road,2024-06-23,2024-06-29,2024-06-30,1,0.04,0.121,0.065,500.7,267.2,296.5,4978.08,0
ORD-101790,SUP-027,0.793,Asia Pacific,Machinery,Road,2024-01-04,2024-01-07,2024-01-07,0,0.366,0.156,0.091,593.3,654.1,532.9,9931.38,0
ORD-101791,SUP-039,0.777,Europe,FMCG,Air,2023-08-09,2023-08-12,2023-08-12,0,0.185,0.294,0.017,386.6,455.5,405.7,4662.27,0
ORD-101792,SUP-008,0.711,Asia Pacific,Automotive Parts,Road,2023-10-30,2023-11-05,2023-11-05,0,0.336,0.0,0.096,642.8,682.4,524.2,2504.9,0
ORD-101793,SUP-015,0.574,Latin America,FMCG,Road,2023-12-13,2023-12-16,2023-12-16,0,0.235,0.264,0.035,693.4,515.5,475.7,8913.86,0
ORD-101794,SUP-011,0.936,North America,Pharma,Road,2024-05-23,2024-05-28,2024-05-28,0,0.6,0.083,0.052,211.2,309.1,262.0,2475.44,0
ORD-101795,SUP-010,0.898,Latin America,Machinery,Rail,2024-08-17,2024-08-24,2024-08-25,1,0.421,0.226,0.014,267.5,524.9,606.1,2836.58,0
ORD-101796,SUP-016,0.842,Middle East/Africa,Automotive Parts,Road,2024-09-01,2024-09-06,2024-09-07,1,0.297,0.117,0.069,673.3,509.1,471.5,5012.42,0
ORD-101797,SUP-006,0.63,Europe,Automotive Parts,Rail,2024-03-21,2024-03-29,2024-04-07,9,0.293,0.322,0.055,469.2,374.3,390.1,5900.09,1
ORD-101798,SUP-027,0.793,North America,Textiles,Road,2023-10-30,2023-11-04,2023-11-04,0,0.149,0.313,0.088,486.9,488.6,576.5,7583.45,0
ORD-101799,SUP-012,0.612,Europe,Textiles,Air,2024-03-21,2024-03-23,2024-03-23,0,0.366,0.0,0.077,0.0,347.2,381.0,3560.39,0
ORD-101800,SUP-013,0.8,Europe,FMCG,Road,2024-01-21,2024-01-27,2024-01-27,0,0.582,0.024,0.069,551.5,432.1,543.3,4971.39,0
ORD-101801,SUP-015,0.574,Asia Pacific,Automotive Parts,Road,2023-09-24,2023-09-30,2023-10-16,16,0.43,0.31,0.04,571.7,572.3,388.1,5567.91,1
ORD-101802,SUP-033,0.8,North America,FMCG,Sea,2024-10-01,2024-10-22,2024-10-26,4,0.616,0.183,0.387,630.1,643.5,607.1,4180.75,1
ORD-101803,SUP-024,0.818,Middle East/Africa,FMCG,Road,2024-09-20,2024-09-23,2024-09-23,0,0.724,0.259,0.076,592.7,445.3,526.5,5936.98,0
ORD-101804,SUP-038,0.957,Latin America,Machinery,Road,2023-06-08,2023-06-14,2023-06-15,1,0.147,0.052,0.043,322.0,265.0,235.6,7065.84,0
ORD-101805,SUP-004,0.652,Asia Pacific,Machinery,Road,2024-01-29,2024-02-03,2024-02-03,0,0.506,0.331,0.021,461.6,585.5,605.0,2502.8,0
ORD-101806,SUP-023,0.548,Middle East/Africa,Automotive Parts,Rail,2024-05-24,2024-05-31,2024-06-08,8,0.457,0.088,0.038,696.7,436.7,455.0,3655.74,1
ORD-101807,SUP-032,0.702,Latin America,FMCG,Road,2023-04-05,2023-04-10,2023-04-11,1,0.01,0.058,0.049,444.2,462.8,342.5,4306.56,0
ORD-101808,SUP-026,0.782,Latin America,Electronics,Road,2023-10-29,2023-11-03,2023-11-03,0,0.454,0.0,0.093,628.2,594.5,554.0,6948.33,0
ORD-101809,SUP-033,0.8,Europe,Pharma,Road,2024-04-19,2024-04-23,2024-04-23,0,0.136,0.007,0.015,723.7,288.8,345.1,1826.97,0
ORD-101810,SUP-021,0.656,Latin America,Textiles,Road,2023-07-16,2023-07-19,2023-07-20,1,0.481,0.281,0.081,438.1,488.1,501.7,7793.12,0
ORD-101811,SUP-020,0.762,Europe,Pharma,Road,2024-03-04,2024-03-07,2024-03-07,0,0.372,0.203,0.039,517.9,506.7,360.5,10146.9,0
ORD-101812,SUP-034,0.576,Latin America,Machinery,Road,2024-06-22,2024-06-25,2024-06-25,0,0.474,0.0,0.087,412.2,425.0,441.2,2731.7,0
ORD-101813,SUP-028,0.644,Middle East/Africa,FMCG,Road,2024-05-30,2024-06-02,2024-06-02,0,0.098,0.0,0.047,646.0,383.5,458.8,3635.53,0
ORD-101814,SUP-001,0.823,North America,Pharma,Road,2023-11-16,2023-11-20,2023-11-21,1,0.456,0.328,0.001,466.1,526.8,519.1,3983.05,0
ORD-101815,SUP-040,0.607,Middle East/Africa,Textiles,Road,2023-02-13,2023-02-18,2023-02-18,0,0.483,0.0,0.067,698.8,449.2,413.0,1913.84,0
ORD-101816,SUP-022,0.872,North America,Electronics,Sea,2024-04-29,2024-05-21,2024-05-28,7,0.087,0.241,0.0,520.0,522.5,419.6,2432.38,1
ORD-101817,SUP-009,0.768,Europe,Machinery,Air,2024-02-22,2024-02-25,2024-02-27,2,0.289,0.101,0.041,618.6,406.0,462.7,3815.59,0
ORD-101818,SUP-017,0.619,Middle East/Africa,Machinery,Road,2023-10-25,2023-10-29,2023-10-29,0,0.741,0.425,0.064,650.9,420.9,488.6,6402.59,0
ORD-101819,SUP-017,0.619,Latin America,FMCG,Rail,2024-09-13,2024-09-20,2024-09-20,0,0.456,0.412,0.025,545.5,152.1,166.5,7978.12,0
ORD-101820,SUP-016,0.842,Asia Pacific,FMCG,Road,2024-07-29,2024-08-04,2024-08-04,0,0.0,0.206,0.065,571.8,564.2,431.5,2658.49,0
ORD-101821,SUP-040,0.607,Latin America,Textiles,Air,2023-07-11,2023-07-14,2023-07-14,0,0.225,0.158,0.01,472.9,685.1,710.8,7758.93,0
ORD-101822,SUP-006,0.63,Middle East/Africa,FMCG,Air,2023-01-07,2023-01-11,2023-01-11,0,0.32,0.327,0.089,391.5,632.9,634.1,2647.37,0
ORD-101823,SUP-037,0.757,Latin America,FMCG,Rail,2024-03-30,2024-04-08,2024-04-16,8,0.295,0.168,0.004,431.7,509.7,573.3,3409.48,1
ORD-101824,SUP-008,0.711,Middle East/Africa,Textiles,Rail,2023-06-27,2023-07-03,2023-07-03,0,0.284,0.22,0.009,593.2,512.1,410.9,7305.05,0
ORD-101825,SUP-031,0.712,Middle East/Africa,Textiles,Road,2024-05-26,2024-05-30,2024-06-05,6,0.495,0.265,0.02,386.5,413.2,454.4,13717.05,1
ORD-101826,SUP-005,0.967,Europe,Textiles,Sea,2023-03-19,2023-04-09,2023-04-09,0,0.167,0.024,0.26,548.9,323.1,348.4,5691.55,0
ORD-101827,SUP-022,,Middle East/Africa,Pharma,Road,2023-06-09,2023-06-14,2023-06-14,0,0.214,0.2,0.097,485.0,497.7,422.8,10639.29,0
ORD-101828,SUP-025,0.704,Middle East/Africa,Electronics,Road,2024-03-13,2024-03-19,2024-03-20,1,0.414,0.142,0.032,617.3,596.3,416.1,1296.05,0
ORD-101829,SUP-034,0.576,Europe,Electronics,Road,2023-03-07,2023-03-12,2023-03-12,0,0.388,0.29,0.018,340.5,227.0,263.8,5528.17,0
ORD-101830,SUP-003,0.783,North America,Pharma,Sea,2024-05-07,2024-05-29,2024-05-29,0,0.251,0.232,0.076,650.3,428.0,490.9,6580.86,0
ORD-101831,SUP-008,0.711,Asia Pacific,Pharma,Rail,2023-03-04,2023-03-11,2023-03-24,13,0.273,0.113,0.081,410.1,552.0,546.8,2610.37,1
ORD-101832,SUP-028,0.644,Europe,FMCG,Rail,2024-06-04,2024-06-11,2024-06-11,0,0.163,0.31,0.041,353.2,547.8,517.3,6041.21,0
ORD-101833,SUP-006,0.63,Asia Pacific,Textiles,Sea,2024-05-20,2024-06-11,2024-06-11,0,0.084,0.301,0.454,462.3,567.4,709.1,8010.82,0
ORD-101834,SUP-034,0.576,North America,Machinery,Road,2023-02-06,2023-02-11,2023-02-11,0,0.398,0.085,0.053,369.1,383.3,399.7,4673.98,0
ORD-101835,SUP-014,0.805,Asia Pacific,Textiles,Road,2023-08-22,2023-08-25,2023-08-25,0,0.008,0.353,0.037,808.6,440.6,486.8,6922.07,0
ORD-101836,SUP-019,0.75,Middle East/Africa,Textiles,Road,2024-06-11,2024-06-17,2024-06-17,0,0.429,0.295,0.03,489.2,445.0,451.0,4372.83,0
ORD-101837,SUP-028,0.644,Europe,Electronics,Sea,2023-03-05,2023-03-25,2023-03-25,0,0.118,0.0,0.394,546.1,457.3,366.2,5631.94,0
ORD-101838,SUP-021,0.656,Middle East/Africa,Textiles,Road,2024-06-17,2024-06-22,2024-06-22,0,0.182,0.316,0.02,476.3,455.6,506.7,6017.58,0
ORD-101839,SUP-010,0.898,North America,Electronics,Sea,2023-09-07,2023-09-28,2023-10-05,7,0.0,0.264,0.335,526.2,483.0,506.4,3704.86,1
ORD-101840,SUP-008,0.711,Latin America,Textiles,Rail,2023-02-10,2023-02-16,2023-02-16,0,0.118,0.089,0.001,374.8,387.1,404.9,7820.2,0
ORD-101841,SUP-024,0.818,Middle East/Africa,Textiles,Rail,2024-08-21,2024-08-29,2024-09-06,8,0.558,0.43,0.039,404.3,480.3,567.2,5445.44,1
ORD-101842,SUP-002,0.788,Latin America,Automotive Parts,Road,2023-03-05,2023-03-09,2023-03-09,0,0.257,0.199,0.06,654.1,507.9,516.6,5498.93,0
ORD-101843,SUP-036,0.714,North America,FMCG,Road,2024-02-23,2024-02-29,2024-03-01,1,0.366,0.349,0.074,597.7,258.6,235.5,1655.55,0
ORD-101844,SUP-033,0.8,Latin America,Pharma,Road,2024-07-12,2024-07-17,2024-07-18,1,0.236,0.0,0.086,390.6,484.1,495.2,4329.14,0
ORD-101845,SUP-008,0.711,Latin America,FMCG,Air,2023-03-06,2023-03-10,2023-03-11,1,0.708,0.297,0.015,363.9,442.5,512.7,6786.05,0
ORD-101846,SUP-040,0.607,Asia Pacific,Textiles,Sea,2023-11-29,2023-12-19,2023-12-19,0,0.004,0.051,0.2,296.8,456.6,501.2,6835.2,0
ORD-101847,SUP-026,0.782,North America,Textiles,Sea,2024-08-02,2024-08-25,2024-08-26,1,0.0,0.236,0.15,455.4,460.9,433.0,6375.66,0
ORD-101848,SUP-008,0.711,Asia Pacific,Pharma,Road,2024-05-15,2024-05-21,2024-05-24,3,0.678,0.158,0.01,617.6,380.3,431.8,2159.74,1
ORD-101849,SUP-031,0.712,Latin America,Automotive Parts,Rail,2023-12-10,2023-12-16,2023-12-16,0,0.127,0.459,0.09,744.5,367.1,477.9,7855.01,0
ORD-101850,SUP-029,0.765,Latin America,Machinery,Road,2024-01-12,2024-01-16,2024-01-16,0,0.375,0.234,0.042,369.2,404.7,482.2,7378.08,0
ORD-101851,SUP-003,0.783,North America,Electronics,Road,2023-11-09,2023-11-14,2023-11-14,0,0.24,0.406,0.022,779.8,327.1,355.5,7765.12,0
ORD-101852,SUP-026,0.782,North America,Electronics,Sea,2023-09-24,2023-10-15,2023-10-31,16,0.403,0.367,0.137,581.2,339.4,300.7,7750.81,1
ORD-101853,SUP-009,0.768,Asia Pacific,Electronics,Road,2023-07-06,2023-07-12,2023-07-16,4,0.0,0.169,0.04,383.6,332.8,332.3,4766.93,1
ORD-101854,SUP-016,0.842,North America,Textiles,Sea,2024-03-28,2024-04-20,2024-04-20,0,0.013,0.16,0.212,329.3,499.3,489.5,3100.93,0
ORD-101855,SUP-039,0.777,Latin America,Pharma,Rail,2024-03-13,2024-03-19,2024-03-19,0,0.557,0.043,0.081,643.2,348.3,321.7,6977.72,0
ORD-101856,SUP-020,0.762,Middle East/Africa,Electronics,Road,2023-01-18,2023-01-23,2023-01-23,0,0.023,0.135,0.051,412.4,699.7,496.3,7177.67,0
ORD-101857,SUP-009,0.768,Middle East/Africa,Automotive Parts,Sea,2023-02-06,2023-02-26,2023-02-26,0,0.304,0.0,0.56,524.2,702.5,838.3,3597.39,0
ORD-101858,SUP-036,0.714,Latin America,Textiles,Road,2023-12-25,2023-12-28,2023-12-28,0,0.037,0.0,0.009,694.1,718.3,602.9,8581.86,0
ORD-101859,SUP-030,0.76,Middle East/Africa,FMCG,Sea,2024-09-07,2024-09-27,2024-09-27,0,0.258,0.165,0.17,509.2,643.0,862.7,3503.14,0
ORD-101860,SUP-031,0.712,Europe,Textiles,Sea,2023-01-26,2023-02-16,2023-02-16,0,0.311,0.574,0.0,524.4,309.1,349.9,4388.28,0
ORD-101861,SUP-011,0.936,North America,Machinery,Sea,2023-11-01,2023-11-21,2023-11-21,0,0.271,0.355,0.481,454.3,209.9,242.9,10833.51,0
ORD-101862,SUP-012,0.612,Latin America,Automotive Parts,Rail,2023-11-14,2023-11-23,2023-11-23,0,0.552,0.267,0.1,608.4,330.1,339.8,13985.77,0
ORD-101863,SUP-019,0.75,Europe,Automotive Parts,Road,2023-08-22,2023-08-26,2023-08-26,0,0.145,0.199,0.054,502.7,368.9,421.3,21380.55,0
ORD-101864,SUP-014,0.805,North America,Electronics,Rail,2023-12-22,2023-12-28,2023-12-28,0,0.603,0.082,0.062,657.0,491.9,571.6,15555.88,0
ORD-101865,SUP-007,0.877,Europe,Textiles,Sea,2024-07-31,2024-08-23,2024-08-23,0,0.045,0.119,0.904,335.8,600.8,532.5,3979.78,0
ORD-101866,SUP-036,0.714,North America,FMCG,Rail,2024-08-05,2024-08-14,2024-08-19,5,0.204,0.279,0.072,402.1,412.7,368.3,1477.23,1
ORD-101867,SUP-027,0.793,Latin America,Pharma,Air,2023-01-31,2023-02-04,2023-02-15,11,0.359,0.428,0.015,586.1,562.0,534.8,3123.77,1
ORD-101868,SUP-006,0.63,North America,Textiles,Sea,2024-02-21,2024-03-14,2024-03-14,0,0.145,0.405,0.587,472.5,494.2,501.8,2683.7,0
ORD-101869,SUP-023,0.548,Asia Pacific,Electronics,Road,2024-03-11,2024-03-14,2024-03-14,0,0.205,0.487,0.082,591.9,520.9,512.3,4238.41,0
ORD-101870,SUP-040,0.607,North America,Machinery,Road,2024-05-06,2024-05-10,2024-05-10,0,0.59,0.247,0.098,157.6,595.3,614.7,8350.66,0
ORD-101871,SUP-038,0.957,North America,Machinery,Road,2024-04-22,2024-04-27,2024-04-27,0,0.48,0.249,0.081,648.1,503.0,570.4,6279.9,0
ORD-101872,SUP-019,0.75,Europe,FMCG,Rail,2024-09-14,2024-09-21,2024-10-06,15,0.341,0.098,0.092,392.0,293.0,321.9,1802.76,1
ORD-101873,SUP-032,0.702,Asia Pacific,Textiles,Sea,2024-01-09,2024-02-01,2024-02-03,2,0.333,0.178,0.0,671.1,529.5,596.4,3327.34,1
ORD-101874,SUP-008,0.711,Latin America,Textiles,Sea,2023-08-08,2023-08-30,2023-08-30,0,,0.446,0.113,464.4,451.0,464.3,5660.86,0
ORD-101875,SUP-036,0.714,Middle East/Africa,Machinery,Road,2024-03-12,2024-03-16,2024-03-16,0,0.548,0.175,0.026,524.2,320.6,213.4,3070.53,0
ORD-101876,SUP-038,0.957,Middle East/Africa,Textiles,Rail,2023-07-16,2023-07-24,2023-07-25,1,0.248,0.225,0.006,200.6,443.3,395.9,3072.87,0
ORD-101877,SUP-022,0.872,Europe,Textiles,Road,2023-09-20,2023-09-26,2023-09-26,0,0.608,0.007,0.009,529.7,448.1,473.7,6605.04,0
ORD-101878,SUP-019,0.75,North America,FMCG,Road,2023-02-10,2023-02-15,2023-02-19,4,,0.052,0.055,570.4,396.0,315.3,4446.48,1
ORD-101879,SUP-034,0.576,Middle East/Africa,Textiles,Air,2024-04-15,2024-04-17,2024-04-19,2,0.443,0.268,0.041,534.3,372.5,329.3,1065.69,0
ORD-101880,SUP-016,0.842,Europe,Electronics,Rail,2024-01-10,2024-01-16,2024-01-19,3,0.203,0.225,0.086,464.2,542.9,396.6,4739.79,1
ORD-101881,SUP-016,0.842,Middle East/Africa,Pharma,Road,2023-05-07,2023-05-13,2023-05-18,5,0.864,0.059,0.082,363.7,518.6,572.3,2224.68,1
ORD-101882,SUP-016,0.842,Asia Pacific,Textiles,Air,2023-07-31,2023-08-05,2023-08-05,0,0.178,0.342,0.013,613.9,414.3,391.7,8500.16,0
ORD-101883,SUP-025,0.704,Latin America,FMCG,Road,2023-05-18,2023-05-23,2023-05-23,0,0.591,0.374,0.006,563.2,281.7,235.9,7476.98,0
ORD-101884,SUP-011,0.936,Latin America,FMCG,Rail,2024-01-09,2024-01-18,2024-01-20,2,0.386,0.063,0.025,412.1,83.4,114.2,4064.47,1
ORD-101885,SUP-039,0.777,Latin America,Textiles,Rail,2023-07-06,2023-07-12,2023-07-12,0,0.641,0.338,0.065,446.6,505.2,446.0,6289.09,0
ORD-101886,SUP-039,0.777,Middle East/Africa,Electronics,Road,2024-02-18,2024-02-24,2024-02-27,3,0.657,0.205,0.083,407.2,372.0,416.4,1835.05,1
ORD-101887,SUP-039,0.777,Latin America,Automotive Parts,Air,2023-12-22,2023-12-27,2023-12-27,0,0.09,0.442,0.007,214.1,570.9,685.9,11713.21,0
ORD-101888,SUP-013,0.8,North America,Automotive Parts,Sea,2024-09-14,2024-10-05,2024-10-09,4,0.205,0.008,0.079,367.1,221.5,271.8,989.66,1
ORD-101889,SUP-003,0.783,Latin America,Automotive Parts,Road,2023-04-05,2023-04-11,2023-04-12,1,0.891,0.448,0.002,725.3,409.2,379.5,7280.5,0
ORD-101890,SUP-022,0.872,Asia Pacific,Pharma,Road,2023-07-31,2023-08-03,2023-08-03,0,0.389,0.0,0.091,473.7,287.7,269.0,11707.81,0
ORD-101891,SUP-029,0.765,Latin America,Automotive Parts,Road,2023-11-11,2023-11-17,2023-11-17,0,0.067,0.23,0.087,601.2,328.4,359.3,2526.13,0
ORD-101892,SUP-033,0.8,Middle East/Africa,Textiles,Road,2023-07-24,2023-07-27,2023-07-27,0,0.242,0.086,0.09,544.8,490.4,528.4,4802.64,0
ORD-101893,SUP-006,0.63,Middle East/Africa,FMCG,Sea,2024-02-04,2024-02-27,2024-03-03,5,0.4,0.165,0.439,437.6,579.7,660.6,2420.4,1
ORD-101894,SUP-026,0.782,Latin America,Textiles,Road,2023-10-26,2023-10-29,2023-10-29,0,0.0,0.365,0.073,780.6,686.6,571.8,14177.22,0
ORD-101895,SUP-012,0.612,Europe,FMCG,Sea,2023-07-02,2023-07-22,2023-08-01,10,0.524,0.161,0.254,427.1,316.0,339.5,6144.53,1
ORD-101896,SUP-025,0.704,Asia Pacific,FMCG,Road,2024-02-23,2024-02-29,2024-03-07,7,0.442,0.319,0.052,542.2,671.7,698.7,6408.91,1
ORD-101897,SUP-009,0.768,Asia Pacific,FMCG,Road,2023-09-02,2023-09-05,2023-09-05,0,0.267,0.351,0.047,523.8,315.7,316.5,5128.43,0
ORD-101898,SUP-024,0.818,Europe,Pharma,Air,2023-09-12,2023-09-17,2023-09-17,0,0.432,0.071,0.011,425.4,322.1,354.2,5513.08,0
ORD-101899,SUP-038,0.957,Middle East/Africa,Machinery,Air,2023-01-11,2023-01-13,2023-01-13,0,0.102,0.11,0.048,559.7,586.0,437.8,10163.43,0
ORD-101900,SUP-006,0.63,Asia Pacific,FMCG,Sea,2023-02-19,2023-03-12,2023-03-12,0,0.039,0.048,0.229,415.0,364.9,373.2,15414.97,0
ORD-101901,SUP-029,0.765,North America,Machinery,Rail,2023-08-12,2023-08-19,2023-08-20,1,0.404,0.212,0.064,758.6,392.6,412.5,5085.37,0
ORD-101902,SUP-021,0.656,North America,Textiles,Rail,2024-01-26,2024-02-02,2024-02-02,0,0.3,0.291,0.031,597.0,487.8,443.0,5148.79,0
ORD-101903,SUP-009,0.768,North America,Electronics,Sea,2024-05-21,2024-06-10,2024-06-11,1,0.485,0.317,0.271,497.8,500.7,609.8,2437.3,0
ORD-101904,SUP-017,0.619,Asia Pacific,Pharma,Road,2023-02-12,2023-02-15,2023-02-16,1,0.139,0.381,0.044,891.7,579.2,459.0,3481.26,0
ORD-101905,SUP-009,0.768,Asia Pacific,Electronics,Road,2024-04-29,2024-05-03,2024-05-03,0,0.133,0.071,0.013,774.3,322.3,353.0,3805.77,0
ORD-101906,SUP-031,0.712,North America,Pharma,Sea,2023-05-10,2023-05-31,2023-05-31,0,0.011,0.307,0.294,821.5,353.3,279.4,2120.26,0
ORD-101907,SUP-016,0.842,Latin America,Pharma,Rail,2023-05-17,2023-05-26,2023-05-26,0,0.242,0.0,0.048,592.1,450.5,434.0,6850.61,0
ORD-101908,SUP-036,,North America,Electronics,Road,2023-09-08,2023-09-14,2023-09-14,0,0.585,0.0,0.014,582.3,346.7,337.1,5235.47,0
ORD-101909,SUP-016,0.842,Latin America,Automotive Parts,Rail,2024-03-04,2024-03-13,2024-03-13,0,0.0,0.395,0.066,593.9,437.8,486.2,1872.37,0
ORD-101910,SUP-021,0.656,Asia Pacific,FMCG,Road,2023-04-25,2023-04-30,2023-04-30,0,0.34,0.204,0.079,436.7,591.4,645.1,14145.31,0
ORD-101911,SUP-031,0.712,Middle East/Africa,Machinery,Sea,2024-03-15,2024-04-04,2024-04-28,24,0.0,0.129,0.564,474.1,551.3,570.2,9436.88,1
