order_id,supplier_id,supplier_reliability_score,region,product_category,transport_mode,order_date,expected_delivery_date,actual_delivery_date,delay_days,weather_risk_index,geopolitical_risk_index,port_congestion_index,inventory_level_units,demand_forecast_units,actual_demand_units,order_value_usd,disruption_flag,demand_variance_pct,inventory_coverage_ratio,composite_risk_score,order_month,order_weekday,risk_tier
ORD-101439,SUP-010,0.898,Europe,Textiles,Road,2024-03-21,2024-03-24,2024-03-24,0,0.17,0.0,0.045,545.3,237.7,271.5,11375.02,0,14.219604543542285,2.0084714548802944,0.09,3,Thursday,Low
ORD-101440,SUP-031,0.712,North America,Machinery,Rail,2023-01-12,2023-01-21,2023-01-21,0,0.203,0.153,0.055,612.4,392.7,401.6,3573.68,0,2.2663610898905104,1.5249003984063743,0.205,1,Thursday,Low
ORD-101441,SUP-033,0.8,Latin America,Automotive Parts,Road,2023-12-26,2024-01-01,2024-01-01,0,0.13,0.236,0.042,475.9,410.9,468.1,4128.33,0,13.920661961547834,1.0166631061738944,0.166,12,Tuesday,Low
ORD-101442,SUP-020,0.762,Middle East/Africa,FMCG,Road,2023-08-13,2023-08-19,2023-08-19,0,0.076,0.109,0.093,503.4,434.1,419.8,6016.38,0,-3.294171849804195,1.1991424487851357,0.15,8,Sunday,Low
ORD-101443,SUP-013,0.8,Latin America,Electronics,Road,2023-07-18,2023-07-24,2023-07-24,0,0.219,0.213,0.063,619.8,469.0,318.8,5144.66,0,-32.02558635394456,1.9441656210790461,0.187,7,Tuesday,Low
ORD-101444,SUP-037,0.762,Middle East/Africa,FMCG,Air,2024-07-13,2024-07-15,2024-07-15,0,0.365,0.267,0.008,436.8,530.9,459.2,3770.03,0,-13.505368242606892,0.951219512195122,0.241,7,Saturday,Low
ORD-101445,SUP-032,0.702,Asia Pacific,FMCG,Air,2023-01-30,2023-02-02,2023-02-02,0,0.583,0.447,0.086,797.4,737.1,821.5,4506.23,0,11.45027811694478,0.9706634205721242,0.367,1,Monday,Medium
ORD-101446,SUP-008,0.711,North America,Automotive Parts,Road,2024-09-04,2024-09-07,2024-09-07,0,0.464,0.283,0.073,757.7,292.1,286.0,10160.16,0,-2.088325915782274,2.6493006993006993,0.299,9,Wednesday,Low
ORD-101447,SUP-012,0.612,Latin America,Textiles,Air,2024-05-12,2024-05-17,2024-05-17,0,0.536,0.337,0.036,626.7,467.6,508.7,4808.13,0,8.789563729683483,1.2319638293689799,0.362,5,Sunday,Medium
ORD-101448,SUP-003,0.783,Europe,Pharma,Sea,2024-04-24,2024-05-15,2024-05-16,1,0.017,0.26,0.192,502.3,200.6,191.3,3361.43,0,-4.636091724825516,2.6257187663355985,0.172,4,Wednesday,Low
ORD-101449,SUP-018,0.727,Middle East/Africa,Textiles,Sea,2023-07-25,2023-08-15,2023-08-15,0,0.339,0.367,0.088,697.7,541.6,460.0,2771.19,0,-15.066469719350078,1.5167391304347828,0.281,7,Tuesday,Low
ORD-101450,SUP-007,0.877,Middle East/Africa,FMCG,Sea,2024-06-18,2024-07-11,2024-07-17,6,0.757,0.202,0.059,548.4,634.7,557.0,1949.85,1,-12.242004096423512,0.9845601436265708,0.288,6,Tuesday,Low
ORD-101451,SUP-036,0.714,Europe,Textiles,Air,2023-07-27,2023-07-29,2023-07-29,0,0.346,0.037,0.035,560.1,254.9,266.4,6192.01,0,4.511573165947419,2.102477477477478,0.214,7,Thursday,Low
ORD-101452,SUP-033,0.8,North America,FMCG,Air,2024-09-09,2024-09-13,2024-09-13,0,0.209,0.0,0.065,372.6,515.1,512.4,28886.47,0,-0.5241700640652389,0.7271662763466042,0.142,9,Monday,Low
ORD-101453,SUP-032,0.702,Middle East/Africa,Electronics,Road,2023-06-30,2023-07-03,2023-07-03,0,0.398,0.352,0.028,612.0,393.2,387.6,3303.23,0,-1.424211597151568,1.5789473684210524,0.293,6,Friday,Low
ORD-101454,SUP-008,0.711,Latin America,Automotive Parts,Road,2024-03-01,2024-03-07,2024-03-07,0,0.139,0.373,0.002,530.9,408.5,377.1,3017.41,0,-7.68665850673194,1.4078493768231237,0.225,3,Friday,Low
ORD-101455,SUP-006,0.63,Europe,Pharma,Air,2024-01-04,2024-01-08,2024-01-14,6,0.202,0.117,0.094,574.8,506.3,534.8,5143.59,1,5.629073671736114,1.0747943156320119,0.236,1,Thursday,Low
ORD-101456,SUP-001,0.823,Latin America,FMCG,Road,2024-05-14,2024-05-19,2024-06-01,13,0.131,0.479,0.026,388.6,522.5,691.9,3181.15,1,32.421052631578945,0.5616418557595029,0.203,5,Tuesday,Low
ORD-101457,SUP-037,0.757,North America,Machinery,Air,2023-02-18,2023-02-21,2023-02-21,0,0.402,0.225,0.007,691.2,465.0,400.9,2569.18,0,-13.784946236559145,1.7241207283611875,0.244,2,Saturday,Low
ORD-101458,SUP-024,0.818,North America,Pharma,Sea,2024-05-25,2024-06-15,2024-06-24,9,0.613,0.343,0.328,706.6,495.4,622.7,7729.19,1,25.696406943883744,1.134735827846475,0.344,5,Saturday,Medium
ORD-101459,SUP-014,0.805,Middle East/Africa,FMCG,Road,2023-06-18,2023-06-24,2023-07-05,11,0.0,0.0,0.036,629.4,326.7,350.5,5193.57,1,7.284970921334562,1.7957203994293864,0.083,6,Sunday,Low
ORD-101460,SUP-029,0.765,Latin America,Machinery,Sea,2023-11-25,2023-12-18,2023-12-23,5,0.204,0.411,0.316,166.2,427.5,416.3,2986.52,1,-2.6198830409356697,0.39923132356473695,0.275,11,Saturday,Low
ORD-101461,SUP-018,0.727,Middle East/Africa,Textiles,Air,2024-08-27,2024-09-01,2024-09-12,11,0.459,0.347,0.067,325.8,635.4,709.3,7801.45,1,11.630468995908085,0.45932609615113495,0.303,8,Tuesday,Low
ORD-101462,SUP-005,0.967,Latin America,FMCG,Road,2023-08-13,2023-08-17,2023-08-18,1,0.39,0.0,0.097,288.5,529.2,485.2,6439.76,0,-8.314436885865467,0.5946001648804616,0.125,8,Sunday,Low
ORD-101463,SUP-013,0.8,Latin America,Automotive Parts,Road,2024-05-01,2024-05-07,2024-05-08,1,0.194,0.084,0.064,846.5,233.1,254.8,2398.03,0,9.309309309309317,3.322213500784929,0.155,5,Wednesday,Low
ORD-101464,SUP-020,0.762,North America,Textiles,Sea,2023-07-19,2023-08-08,2023-08-08,0,0.516,0.159,0.0,321.8,587.9,611.4,6563.82,0,3.9972784487157678,0.5263330062152437,0.256,7,Wednesday,Low
ORD-101465,SUP-024,0.818,North America,FMCG,Sea,2023-10-02,2023-10-22,2023-10-23,1,0.016,0.252,0.165,370.4,354.3,327.0,3575.39,0,-7.705334462320071,1.1327217125382263,0.152,10,Monday,Low
ORD-101466,SUP-038,0.957,Asia Pacific,Electronics,Air,2024-01-13,2024-01-17,2024-01-18,1,0.379,0.109,0.029,296.0,460.3,445.3,3295.98,0,-3.25874429719748,0.6647204132045812,0.138,1,Saturday,Low
ORD-101467,SUP-003,0.783,Europe,Machinery,Road,2023-03-07,2023-03-13,2023-03-13,0,0.001,0.274,0.034,333.7,462.1,425.2,1697.45,0,-7.9852845704393065,0.7848071495766697,0.147,3,Tuesday,Low
ORD-101468,SUP-026,0.782,North America,Automotive Parts,Rail,2023-06-11,2023-06-19,2023-06-19,0,0.259,0.041,0.051,316.4,609.8,488.9,7550.23,0,-19.826172515578875,0.6471671098384127,0.168,6,Sunday,Low
ORD-101469,SUP-039,0.777,Asia Pacific,Machinery,Sea,2024-07-12,2024-08-04,2024-08-04,0,0.183,0.0,0.077,598.5,629.2,520.8,4615.67,0,-17.228226319135423,1.149193548387097,0.147,7,Friday,Low
ORD-101470,SUP-034,0.576,Latin America,Automotive Parts,Road,2024-03-04,2024-03-08,2024-03-08,0,0.478,0.0,0.018,769.3,290.2,283.4,2765.88,0,-2.34321157822192,2.7145377558221595,0.292,3,Monday,Low
ORD-101471,SUP-029,0.765,North America,Pharma,Road,2024-08-30,2024-09-04,2024-09-10,6,0.477,0.06,0.077,523.2,542.1,600.1,1525.81,1,10.699133001291274,0.8718546908848526,0.237,8,Friday,Low
ORD-101472,SUP-023,0.762,Middle East/Africa,Automotive Parts,Road,2023-03-22,2023-03-28,2023-04-20,23,0.417,0.107,0.023,492.7,338.5,316.2,6877.79,1,-6.5878877400295455,1.558191018342821,0.224,3,Wednesday,Low
ORD-101473,SUP-012,0.612,Asia Pacific,Machinery,Rail,2023-10-12,2023-10-21,2023-10-21,0,0.301,0.301,0.047,338.7,297.3,210.6,3609.39,0,-29.16246215943492,1.6082621082621082,0.298,10,Thursday,Low
ORD-101474,SUP-019,0.75,Latin America,Pharma,Air,2023-04-15,2023-04-18,2023-04-18,0,0.543,0.083,0.068,501.4,508.2,385.1,1562.61,0,-24.222746950019673,1.3019994806543753,0.263,4,Saturday,Low
ORD-101475,SUP-006,0.63,Middle East/Africa,Pharma,Sea,2023-07-09,2023-07-30,2023-07-30,0,0.326,0.242,0.256,241.7,622.2,607.0,6833.47,0,-2.44294439087111,0.39818780889621086,0.316,7,Sunday,Low
ORD-101476,SUP-020,0.762,Latin America,Pharma,Road,2024-03-26,2024-03-29,2024-03-29,0,0.166,0.457,0.001,459.4,324.3,305.6,2531.41,0,-5.766265803268575,1.5032722513089003,0.228,3,Tuesday,Low
ORD-101477,SUP-027,0.793,Asia Pacific,Machinery,Sea,2024-04-09,2024-05-02,2024-05-02,0,0.586,0.421,0.452,415.8,460.4,420.0,11209.64,0,-8.774978279756729,0.99,0.381,4,Tuesday,Medium
ORD-101478,SUP-027,0.793,Europe,Pharma,Road,2023-09-24,2023-09-28,2023-09-28,0,0.127,0.342,0.086,418.0,454.6,417.0,1663.94,0,-8.271007479102513,1.0023980815347722,0.196,9,Sunday,Low
ORD-101479,SUP-021,0.656,Asia Pacific,Textiles,Road,2024-09-07,2024-09-12,2024-09-24,12,0.37,0.043,0.085,466.0,374.3,436.8,5195.93,1,16.69783596045952,1.0668498168498168,0.251,9,Saturday,Low
ORD-101480,SUP-034,0.576,Asia Pacific,Automotive Parts,Sea,2024-03-07,2024-03-29,2024-03-29,0,0.227,0.308,0.433,245.0,578.3,550.0,4250.42,0,-4.8936538128998714,0.44545454545454544,0.353,3,Thursday,Medium
ORD-101481,SUP-024,0.818,Europe,Textiles,Rail,2024-07-17,2024-07-23,2024-07-31,8,0.017,0.615,0.037,484.9,566.7,668.5,6992.76,1,17.963649197106044,0.7253552729992521,0.206,7,Wednesday,Low
ORD-101482,SUP-030,0.76,Latin America,Electronics,Rail,2023-08-23,2023-08-30,2023-08-31,1,0.299,0.327,0.051,430.0,287.6,314.4,2266.31,0,9.318497913769107,1.3676844783715014,0.244,8,Wednesday,Low
ORD-101483,SUP-022,0.872,North America,Textiles,Air,2023-04-05,2023-04-09,2023-04-09,0,0.436,0.361,0.047,676.2,579.8,477.7,4993.18,0,-17.609520524318725,1.4155327611471635,0.239,4,Wednesday,Low
ORD-101484,SUP-002,0.788,Europe,Pharma,Air,2024-09-16,2024-09-18,2024-09-19,1,0.215,0.166,0.068,234.1,370.5,361.7,8419.11,0,-2.375168690958168,0.6472214542438485,0.182,9,Monday,Low
ORD-101485,SUP-021,0.656,Latin America,Machinery,Road,2023-11-26,2023-12-02,2023-12-02,0,0.207,0.289,0.083,554.6,350.7,311.1,4801.83,0,-11.291702309666372,1.782706525233044,0.26,11,Sunday,Low
ORD-101486,SUP-012,0.612,Latin America,Automotive Parts,Sea,2023-10-19,2023-11-08,2023-11-17,9,0.072,0.37,0.179,262.7,388.4,515.5,6740.81,1,32.72399588053554,0.5096023278370514,0.274,10,Thursday,Low
ORD-101487,SUP-012,0.612,Latin America,FMCG,Sea,2023-07-09,2023-07-31,2023-07-31,0,0.099,0.079,0.45,415.9,237.2,212.6,2788.86,0,-10.370994940978076,1.9562558795860772,0.263,7,Sunday,Low
ORD-101488,SUP-015,0.574,Middle East/Africa,FMCG,Rail,2023-07-06,2023-07-14,2023-07-23,9,0.325,0.228,0.078,468.4,271.4,271.3,8785.15,1,-0.03684598378775457,1.726502027276078,0.309,7,Thursday,Low
ORD-101489,SUP-027,0.793,Latin America,Textiles,Rail,2023-02-16,2023-02-22,2023-02-22,0,0.768,0.153,0.063,468.6,420.7,371.7,3488.75,0,-11.647254575707155,1.2606941081517353,0.315,2,Thursday,Low
ORD-101490,SUP-038,0.957,Latin America,FMCG,Air,2023-06-13,2023-06-18,2023-06-18,0,0.043,0.298,0.054,294.6,409.2,336.5,6764.36,0,-17.7663734115347,0.8754829123328381,0.096,6,Tuesday,Low
ORD-101491,SUP-019,0.75,Asia Pacific,Electronics,Road,2024-01-22,2024-01-25,2024-01-25,0,0.364,0.125,0.032,346.9,351.3,285.4,1670.96,0,-18.75889553088529,1.2154870357393133,0.221,1,Monday,Low
ORD-101492,SUP-020,0.762,Europe,Automotive Parts,Road,2024-04-19,2024-04-25,2024-05-08,13,0.104,0.317,0.091,517.5,233.1,278.1,3742.32,1,19.305019305019318,1.8608414239482198,0.198,4,Friday,Low
ORD-101493,SUP-017,0.619,Asia Pacific,Textiles,Sea,2023-07-09,2023-07-29,2023-07-29,0,0.318,0.248,0.456,768.9,408.1,386.9,6769.59,0,-5.194805194805205,1.9873352287412769,0.35,7,Sunday,Medium
ORD-101494,SUP-025,0.704,Europe,FMCG,Road,2024-08-29,2024-09-02,2024-09-02,0,0.0,0.177,0.041,479.3,371.0,360.9,7595.38,0,-2.722371967654993,1.3280687170961487,0.16,8,Thursday,Low
ORD-101495,SUP-016,0.842,Europe,FMCG,Sea,2024-08-08,2024-08-29,2024-08-29,0,0.225,0.211,0.168,407.4,192.3,170.2,2892.67,0,-11.492459698387947,2.393654524089307,0.187,8,Thursday,Low
ORD-101496,SUP-025,0.704,Middle East/Africa,Automotive Parts,Sea,2024-02-05,2024-02-26,2024-02-26,0,0.312,0.045,0.0,384.2,400.8,450.1,18311.44,0,12.300399201596809,0.8535880915352143,0.205,2,Monday,Low
ORD-101497,SUP-028,0.644,North America,Textiles,Sea,2023-04-21,2023-05-11,2023-05-11,0,0.185,0.088,0.136,183.4,604.2,724.3,5624.78,0,19.87752399867592,0.25320999585806986,0.227,4,Friday,Low
ORD-101498,SUP-001,0.823,North America,Pharma,Air,2023-08-31,2023-09-02,2023-09-03,1,0.312,0.0,0.086,368.7,348.5,355.8,3213.74,0,2.094691535150649,1.036256323777403,0.162,8,Thursday,Low
ORD-101499,SUP-040,0.607,North America,Automotive Parts,Rail,2023-12-22,2023-12-29,2024-01-09,11,0.243,0.29,0.048,505.0,463.5,604.9,4894.46,1,30.50701186623516,0.8348487353281534,0.283,12,Friday,Low
ORD-101500,SUP-039,0.777,Europe,Machinery,Sea,2024-04-29,2024-05-19,2024-05-25,6,0.536,0.326,0.359,477.5,537.3,516.0,2626.32,1,-3.964265773310991,0.9253875968992248,0.342,4,Monday,Medium
ORD-101501,SUP-013,0.8,Latin America,Pharma,Road,2023-06-08,2023-06-13,2023-07-09,26,0.331,0.114,0.08,332.8,260.1,238.7,4965.04,1,-8.227604767397168,1.3942186845412654,0.198,6,Thursday,Low
ORD-101502,SUP-029,0.765,Asia Pacific,Electronics,Sea,2024-01-13,2024-02-04,2024-02-04,0,0.402,0.253,0.148,458.9,396.3,379.8,2178.29,0,-4.163512490537472,1.2082675092153765,0.267,1,Saturday,Low
ORD-101503,SUP-023,0.548,Asia Pacific,Machinery,Road,2024-05-02,2024-05-08,2024-05-08,0,0.203,0.092,0.088,607.7,433.4,388.3,4780.53,0,-10.406091370558368,1.565027040947721,0.263,5,Thursday,Low
ORD-101504,SUP-026,0.782,Asia Pacific,Machinery,Road,2023-07-17,2023-07-21,2023-07-21,0,0.245,0.311,0.06,702.2,339.4,387.1,18502.85,0,14.054213317619343,1.8140015499870834,0.22,7,Monday,Low
ORD-101505,SUP-036,0.714,Europe,FMCG,Road,2023-10-21,2023-10-26,2023-10-26,0,0.24,0.179,0.024,535.6,648.8,657.3,9929.6,0,1.310110974106042,0.8148486231553325,0.214,10,Saturday,Low
ORD-101506,SUP-020,0.762,Middle East/Africa,Textiles,Sea,2023-06-26,2023-07-18,2023-07-19,1,0.38,0.028,0.0,497.6,196.6,226.1,8539.46,0,15.005086469989829,2.200796107916851,0.196,6,Monday,Low
ORD-101507,SUP-034,0.576,North America,Machinery,Road,2023-08-09,2023-08-14,2023-08-14,0,0.198,0.226,0.082,673.1,476.3,443.4,2815.04,0,-6.907411295402064,1.518042399639152,0.277,8,Wednesday,Low
ORD-101508,SUP-035,0.443,Middle East/Africa,Electronics,Rail,2023-01-28,2023-02-04,2023-02-05,1,0.32,0.16,0.097,323.2,529.7,539.0,10512.38,1,1.755710779686606,0.5996289424860853,0.349,1,Saturday,Medium
ORD-101509,SUP-034,0.576,Europe,Pharma,Rail,2023-11-26,2023-12-05,2023-12-06,1,0.107,0.059,0.054,553.9,402.0,353.3,3230.72,0,-12.114427860696514,1.5677894140956692,0.216,11,Sunday,Low
ORD-101510,SUP-012,0.612,North America,FMCG,Road,2024-06-11,2024-06-15,2024-06-15,0,0.186,0.0,0.042,583.4,412.9,465.3,7377.33,0,12.6907241462824,1.2538147431764453,0.208,6,Tuesday,Low
ORD-101511,SUP-027,0.793,North America,Electronics,Sea,2023-12-27,2024-01-17,2024-01-17,0,0.12,0.0,0.471,358.7,402.4,402.0,5612.26,0,-0.0994035785288214,0.8922885572139303,0.183,12,Wednesday,Low
ORD-101512,SUP-034,0.576,North America,Textiles,Road,2024-02-29,2024-03-04,2024-03-04,0,0.387,0.207,0.092,253.1,322.5,240.6,12733.56,0,-25.3953488372093,1.0519534497090606,0.322,2,Thursday,Low
ORD-101513,SUP-024,0.818,North America,Automotive Parts,Road,2023-07-01,2023-07-06,2023-07-07,1,0.225,0.269,0.022,576.2,494.9,635.1,4140.58,0,28.328955344514057,0.9072586994174147,0.186,7,Saturday,Low
ORD-101514,SUP-024,0.818,Latin America,Electronics,Sea,2023-10-27,2023-11-19,2023-11-19,0,0.215,0.188,0.273,387.0,381.8,460.8,5374.65,0,20.69146149816658,0.83984375,0.205,10,Friday,Low
ORD-101515,SUP-035,0.443,North America,Machinery,Sea,2023-12-21,2024-01-11,2024-01-20,9,0.14,0.0,0.575,503.1,256.7,217.2,3486.55,1,-15.387611998441761,2.3162983425414367,0.344,12,Thursday,Medium
ORD-101516,SUP-026,0.782,Latin America,Automotive Parts,Road,2024-02-02,2024-02-05,2024-02-05,0,0.0,0.304,0.054,384.8,321.9,291.8,12662.45,0,-9.350730040385201,1.3187114461960248,0.156,2,Friday,Low
ORD-101517,SUP-001,0.823,Europe,Pharma,Rail,2024-02-16,2024-02-24,2024-02-24,0,0.199,0.0,0.05,314.6,624.5,408.1,13647.18,0,-34.65172137710168,0.77088948787062,0.128,2,Friday,Low
ORD-101518,SUP-039,0.777,Latin America,FMCG,Sea,2024-07-22,2024-08-13,2024-08-28,15,0.532,0.209,0.233,701.3,410.4,353.0,6386.87,1,-13.986354775828454,1.9866855524079319,0.299,7,Monday,Low
ORD-101519,SUP-013,0.8,North America,FMCG,Road,2024-09-02,2024-09-07,2024-09-07,0,0.245,0.129,0.003,540.7,563.8,571.6,5786.0,0,1.383469315360069,0.9459412176347096,0.167,9,Monday,Low
ORD-101520,SUP-032,0.702,Latin America,Pharma,Road,2023-05-04,2023-05-09,2023-05-09,0,0.07,0.278,0.012,485.9,526.3,550.0,3327.69,0,4.503135094052831,0.8834545454545454,0.194,5,Thursday,Low
ORD-101521,SUP-020,0.762,Middle East/Africa,Electronics,Rail,2023-01-03,2023-01-11,2023-01-11,0,0.104,0.0,0.097,559.3,382.3,312.2,2171.65,0,-18.336385037928334,1.7914798206278026,0.136,1,Tuesday,Low
ORD-101522,SUP-002,0.788,North America,Textiles,Sea,2023-04-04,2023-04-27,2023-04-27,0,0.249,0.14,0.0,599.2,437.3,470.8,3244.41,0,7.66064486622456,1.2727272727272727,0.175,4,Tuesday,Low
ORD-101523,SUP-022,0.872,Middle East/Africa,Textiles,Road,2023-03-23,2023-03-27,2023-03-27,0,0.261,0.231,0.067,764.4,501.3,426.6,13970.31,0,-14.90125673249551,1.791842475386779,0.173,3,Thursday,Low
ORD-101524,SUP-015,0.574,Latin America,Textiles,Road,2024-01-16,2024-01-19,2024-02-03,15,0.515,0.369,0.038,449.6,321.9,371.8,10564.43,1,15.50170860515689,1.2092522861753632,0.379,1,Tuesday,Medium
ORD-101525,SUP-037,0.757,Asia Pacific,Automotive Parts,Road,2024-09-01,2024-09-06,2024-09-06,0,0.105,0.062,0.038,499.7,586.0,513.2,829.54,0,-12.423208191126273,0.9736944660950895,0.142,9,Sunday,Low
ORD-101526,SUP-005,0.967,North America,Automotive Parts,Sea,2024-02-23,2024-03-17,2024-03-20,3,0.566,0.152,0.529,340.9,626.9,664.2,7024.37,1,5.949912266709215,0.5132490213791027,0.264,2,Friday,Low
ORD-101527,SUP-001,0.823,Europe,Automotive Parts,Road,2024-07-11,2024-07-14,2024-07-15,1,0.306,0.0,0.07,387.1,547.3,526.4,4079.51,0,-3.8187465740909885,0.735372340425532,0.158,7,Thursday,Low
ORD-101528,SUP-005,0.967,Europe,Textiles,Rail,2023-07-27,2023-08-03,2023-08-10,7,0.509,0.036,0.082,483.8,466.8,529.7,1968.86,1,13.474721508140538,0.9133471776477251,0.16,7,Thursday,Low
ORD-101529,SUP-003,0.783,Latin America,FMCG,Air,2023-10-22,2023-10-25,2023-11-06,12,0.163,0.369,0.064,426.2,685.8,709.9,3692.78,1,3.5141440653251714,0.600366248767432,0.211,10,Sunday,Low
ORD-101530,SUP-024,0.818,Europe,Machinery,Road,2024-05-01,2024-05-06,2024-05-06,0,0.376,0.265,0.009,340.5,554.0,539.9,3594.87,0,-2.545126353790618,0.6306723467308761,0.221,5,Wednesday,Low
ORD-101531,SUP-018,0.727,Asia Pacific,Electronics,Road,2023-04-24,2023-04-29,2023-04-29,0,0.342,0.0,0.05,570.3,462.6,514.1,2819.63,0,11.132728058798097,1.1093172534526354,0.202,4,Monday,Low
ORD-101532,SUP-011,0.936,Middle East/Africa,Textiles,Sea,2023-01-28,2023-02-19,2023-02-20,1,0.112,0.276,0.456,631.2,418.9,441.6,8880.98,0,5.418954404392467,1.4293478260869565,0.177,1,Saturday,Low
ORD-101533,SUP-025,0.704,Latin America,Automotive Parts,Sea,2023-09-05,2023-09-26,2023-09-27,1,0.287,0.16,0.271,418.3,604.9,618.3,10532.69,0,2.215242188791532,0.6765324276241308,0.263,9,Tuesday,Low
ORD-101534,SUP-024,0.818,Latin America,Electronics,Road,2023-10-25,2023-10-30,2023-10-31,1,0.0,0.0,0.017,371.0,453.7,360.2,7169.88,0,-20.608331496583645,1.0299833425874514,0.075,10,Wednesday,Low
ORD-101535,SUP-014,0.805,Latin America,Electronics,Road,2023-01-13,2023-01-16,2023-01-17,1,0.42,0.254,0.091,871.1,660.5,694.8,11605.96,0,5.193035579106731,1.253742084052965,0.247,1,Friday,Low
ORD-101536,SUP-031,0.712,Europe,Automotive Parts,Rail,2023-05-24,2023-05-31,2023-05-31,0,0.195,0.091,0.081,76.5,581.9,648.1,21026.38,0,11.376525176147112,0.11803733991667952,0.194,5,Wednesday,Low
ORD-101537,SUP-017,0.619,Europe,Machinery,Rail,2024-02-19,2024-02-25,2024-02-25,0,0.431,0.17,0.002,529.3,457.6,442.1,16061.2,0,-3.3872377622377625,1.197240443338611,0.294,2,Monday,Low
ORD-101538,SUP-010,0.898,Middle East/Africa,Electronics,Road,2023-02-28,2023-03-05,2023-03-07,2,0.312,0.277,0.053,560.0,569.1,570.2,8358.89,0,0.19328764716218988,0.9821115398105927,0.182,2,Tuesday,Low
ORD-101539,SUP-018,0.727,Middle East/Africa,Pharma,Air,2023-09-08,2023-09-12,2023-09-13,1,0.395,0.227,0.065,540.6,310.8,360.9,2060.66,0,16.119691119691108,1.4979218620116377,0.263,9,Friday,Low
ORD-101540,SUP-002,0.788,Asia Pacific,Textiles,Rail,2023-03-19,2023-03-25,2023-03-25,0,0.245,0.237,0.036,644.2,442.1,445.2,2684.51,0,0.7011988237955136,1.4469901168014376,0.199,3,Sunday,Low
ORD-101541,SUP-020,0.762,Middle East/Africa,Automotive Parts,Air,2023-04-16,2023-04-20,2023-04-21,1,0.229,0.36,0.062,715.6,512.3,407.3,4041.91,1,-20.495803240288886,1.7569359194696783,0.234,4,Sunday,Low
ORD-101542,SUP-030,0.76,Europe,Machinery,Road,2023-09-25,2023-09-29,2023-09-29,0,0.318,0.0,0.092,688.8,520.9,433.7,7437.72,0,-16.740257247072375,1.5881946045653677,0.189,9,Monday,Low
ORD-101543,SUP-022,0.872,Asia Pacific,FMCG,Air,2024-07-24,2024-07-26,2024-07-26,0,0.213,0.169,0.048,396.0,247.7,206.6,10116.45,0,-16.59265240209931,1.9167473378509197,0.145,7,Wednesday,Low
ORD-101544,SUP-005,0.967,North America,Machinery,Sea,2024-01-15,2024-02-05,2024-02-05,0,0.116,0.386,0.358,304.2,406.0,424.8,5807.21,0,4.630541871921185,0.7161016949152542,0.173,1,Monday,Low
ORD-101545,SUP-026,0.782,Middle East/Africa,Machinery,Sea,2024-02-09,2024-03-02,2024-03-02,0,0.24,0.16,0.011,478.0,582.4,414.3,5318.24,0,-28.86332417582417,1.153753318851074,0.181,2,Friday,Low
ORD-101546,SUP-018,0.727,Asia Pacific,Electronics,Road,2024-07-08,2024-07-13,2024-07-13,0,0.058,0.1,0.075,421.7,368.5,265.7,1856.37,0,-27.896879240162825,1.5871283402333458,0.155,7,Monday,Low
ORD-101547,SUP-027,0.793,Asia Pacific,Textiles,Road,2023-10-29,2023-11-01,2023-11-01,0,0.683,0.337,0.056,538.9,624.3,633.2,6589.76,0,1.4255966682684755,0.8510739102969045,0.329,10,Sunday,Low
ORD-101548,SUP-033,0.8,Latin America,Pharma,Rail,2023-03-27,2023-04-04,2023-04-04,0,0.343,0.0,0.08,272.9,369.2,449.6,12002.59,0,21.776814734561224,0.6069839857651245,0.178,3,Monday,Low
ORD-101549,SUP-036,0.714,North America,FMCG,Road,2024-03-12,2024-03-18,2024-03-25,7,0.175,0.303,0.016,397.4,473.9,373.5,11236.7,1,-21.185904199198138,1.0639892904953145,0.221,3,Tuesday,Low
ORD-101550,SUP-006,0.63,Asia Pacific,FMCG,Road,2023-04-08,2023-04-14,2023-05-04,20,0.249,0.048,0.033,468.0,482.4,572.2,7733.19,1,18.615257048092886,0.8178958406151695,0.225,4,Saturday,Low
ORD-101551,SUP-018,0.727,Middle East/Africa,Textiles,Road,2023-12-01,2023-12-05,2023-12-05,0,0.281,0.193,0.065,467.1,458.2,507.2,11545.64,0,10.694020078568311,0.9209384858044165,0.228,12,Friday,Low
ORD-101552,SUP-021,0.656,Asia Pacific,FMCG,Sea,2023-06-11,2023-07-03,2023-07-03,0,0.375,0.0,0.291,719.9,309.1,250.4,5506.68,0,-18.99061792300227,2.875,0.275,6,Sunday,Low
ORD-101553,SUP-028,0.644,Middle East/Africa,FMCG,Sea,2024-09-07,2024-09-28,2024-09-28,0,0.24,0.304,0.281,532.2,503.8,472.6,6681.61,0,-6.192933703850732,1.1261108760050784,0.305,9,Saturday,Low
ORD-101554,SUP-027,0.793,Latin America,Pharma,Road,2023-09-07,2023-09-13,2023-09-13,0,0.359,0.0,0.009,429.9,373.4,406.6,3580.0,0,8.891269416175696,1.0573044761436299,0.174,9,Thursday,Low
ORD-101555,SUP-015,0.574,Latin America,Textiles,Road,2023-08-16,2023-08-22,2023-08-22,0,0.159,0.174,0.075,339.4,164.4,141.6,1373.8,0,-13.868613138686136,2.3968926553672314,0.256,8,Wednesday,Low
ORD-101556,SUP-030,0.76,Asia Pacific,FMCG,Rail,2023-11-10,2023-11-18,2023-11-26,8,0.461,0.327,0.002,560.0,244.9,209.2,7804.4,1,-14.577378521845658,2.676864244741874,0.277,11,Friday,Low
